description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age,basement,central_air,community_outdoor_space,community_security_features,dining_room,dishwasher,fireplace,forced_air,garage_1_or_more,garage_2_or_more,hardwood_floors,laundry_room,recreation_facilities,shopping,single_story,two_or_more_stories,washer_dryer
530000.0,2.0,2.0,1.0,4.0,single_family,95826,-121.386779,38.563971,Sacramento,CA,8468.0,57.0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
785000.0,2.0,2.0,1.0,3.0,single_family,95819,-121.444811,38.57697,Sacramento,CA,6199.0,77.0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
610000.0,3.0,2.0,2.0,4.0,single_family,95834,-121.515321,38.639034,Sacramento,CA,3267.0,6.0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
575000.0,3.0,2.0,2.0,4.0,single_family,95835,-121.506371,38.67568,Sacramento,CA,5775.0,23.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
530000.0,1.0,1.0,1.0,2.0,single_family,95819,-121.429865,38.555646,Sacramento,CA,4831.0,75.0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
117777.0,2.0,0.0,0.0,2.0,mobile,95828,-121.400284,38.486485,Sacramento,CA,1152.0,46.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
595000.0,2.0,2.0,1.0,3.0,single_family,95818,-121.508924,38.560518,Sacramento,CA,5663.0,73.0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0
343000.0,1.0,1.0,2.0,1.0,condos,95818,-121.510925,38.564545,Sacramento,CA,626.0,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
375000.0,2.0,2.0,1.0,3.0,single_family,95842,-121.3568,38.67408,Sacramento,CA,5663.0,62.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
468000.0,2.0,2.0,1.0,3.0,single_family,95833,-121.50927,38.624831,Sacramento,CA,6098.0,40.0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0
490000.0,3.0,2.0,3.0,2.0,condos,95818,-121.510374,38.56141,Sacramento,CA,1451.0,9.0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
395000.0,2.0,2.0,1.0,3.0,single_family,95832,-121.483422,38.478461,Sacramento,CA,8276.0,65.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
599900.0,3.0,2.0,2.0,3.0,single_family,95822,-121.498085,38.529308,Sacramento,CA,1947.0,2.0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
230000.0,1.0,0.0,2.0,1.0,condos,95821,-121.402603,38.624874,Sacramento,CA,810.0,39.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
775000.0,4.0,3.0,1.0,5.0,multi_family,95864,-121.401279,38.570348,Sacramento,CA,8712.0,50.0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0
355000.0,2.0,2.0,1.0,4.0,single_family,95826,-121.352781,38.541243,Sacramento,CA,6399.0,47.0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
245000.0,1.0,0.0,1.0,1.0,condos,95825,-121.407815,38.578418,Sacramento,CA,2444.0,49.0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
454000.0,2.0,2.0,1.0,4.0,single_family,95826,-121.372315,38.560404,Sacramento,CA,7266.0,53.0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0
445000.0,2.0,2.0,1.0,3.0,single_family,95838,-121.442292,38.646019,Sacramento,CA,6098.0,36.0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
412000.0,2.0,2.0,1.0,3.0,single_family,95843,-121.37799,38.719556,Antelope,CA,5767.0,36.0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
800000.0,1.0,2.0,2.0,2.0,single_family,95819,-121.448083,38.571904,Sacramento,CA,7200.0,75.0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
495000.0,2.0,2.0,1.0,4.0,multi_family,95827,-121.319778,38.564546,Sacramento,CA,11678.0,61.0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
562000.0,2.0,2.0,1.0,3.0,single_family,95820,-121.420913,38.53333,Sacramento,CA,7405.0,72.0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
527000.0,2.0,2.0,1.0,2.0,single_family,95835,-121.510704,38.680729,Sacramento,CA,5776.0,21.0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0
900000.0,3.0,3.0,2.0,5.0,single_family,95835,-121.544046,38.665285,Sacramento,CA,7623.0,23.0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
505000.0,2.0,2.0,1.0,4.0,single_family,95826,-121.350409,38.548089,Sacramento,CA,8799.0,47.0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
392000.0,2.0,2.0,1.0,3.0,single_family,95842,-121.348217,38.702781,Sacramento,CA,4953.0,40.0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0
122000.0,2.0,0.0,0.0,3.0,mobile,95758,-121.408951,38.449059,Elk Grove,CA,891.0,27.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
527500.0,1.0,2.0,1.0,2.0,single_family,95825,-121.416293,38.566709,Sacramento,CA,2178.0,53.0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
689000.0,2.0,2.0,2.0,4.0,single_family,95817,-121.457285,38.550484,Sacramento,CA,5998.0,75.0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0
469000.0,2.0,2.0,1.0,4.0,single_family,95833,-121.495385,38.616883,Sacramento,CA,6425.0,46.0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0
1450000.0,4.0,1.0,2.0,4.0,single_family,80220,-104.936279,39.744068,Denver,CO,10019.0,88.0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
492450.0,2.0,0.0,0.0,4.0,single_family,81055,-104.890169,39.746668,Denver,CO,6250.0,73.0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
450000.0,1.0,1.0,1.0,2.0,single_family,80222,-104.924942,39.66422,Denver,CO,7360.0,73.0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
318000.0,2.0,0.0,1.0,2.0,condos,80237,-104.890645,39.651033,Denver,CO,1003.0,28.0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
570000.0,3.0,2.0,2.0,4.0,single_family,80237,-104.886344,39.637495,Denver,CO,8560.0,53.0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
189000.0,1.0,1.0,1.0,1.0,condos,80247,-104.88439,39.704132,Denver,CO,855.0,58.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
675000.0,3.0,2.0,1.0,4.0,single_family,80231,-104.877487,39.655588,Denver,CO,9740.0,58.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
496000.0,2.0,1.0,2.0,2.0,condos,80218,-104.973819,39.737152,Denver,CO,43560.0,120.0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
750000.0,0.0,0.0,0.0,4.0,land,80204,-105.045502,39.742909,Denver,CO,9583.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1250000.0,4.0,2.0,2.0,4.0,single_family,80209,-104.976055,39.712331,Denver,CO,3170.0,130.0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
360000.0,1.0,0.0,1.0,2.0,single_family,80219,-105.045726,39.704775,Denver,CO,5500.0,76.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
480000.0,3.0,2.0,2.0,3.0,single_family,80239,-104.810606,39.786825,Denver,CO,5885.0,25.0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0
368000.0,2.0,1.0,1.0,2.0,condos,80220,-104.904297,39.71954,Denver,CO,1019.0,22.0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
310000.0,1.0,0.0,1.0,1.0,condos,80203,-104.978407,39.73327,Denver,CO,714.0,94.0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
395000.0,2.0,1.0,1.0,2.0,condos,80220,-104.918908,39.731863,Denver,CO,959.0,41.0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1
522500.0,2.0,2.0,1.0,3.0,single_family,80219,-105.030095,39.69821,Denver,CO,8220.0,70.0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0
415000.0,1.0,1.0,1.0,1.0,condos,80202,-104.998082,39.759822,Denver,CO,662.0,129.0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1
784000.0,3.0,2.0,1.0,4.0,single_family,80224,-104.909615,39.663815,Denver,CO,10454.0,59.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
328500.0,1.0,1.0,1.0,1.0,condos,80246,-104.930495,39.699414,Denver,CO,851.0,43.0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
487000.0,2.0,0.0,1.0,3.0,single_family,80219,-105.042451,39.722648,Denver,CO,6098.0,100.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
525000.0,2.0,1.0,1.0,3.0,single_family,80223,-105.006563,39.706907,Denver,CO,7890.0,74.0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
345000.0,1.0,0.0,1.0,1.0,condos,80207,-104.938757,39.760841,Denver,CO,1056.0,89.0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
1500000.0,3.0,2.0,1.0,3.0,condos,80209,-104.971611,39.708398,Denver,CO,2528.0,54.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
419000.0,1.0,1.0,1.0,2.0,single_family,80219,-105.050391,39.69399,Denver,CO,7500.0,74.0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
555000.0,2.0,1.0,1.0,2.0,condos,80204,-104.993801,39.735613,Denver,CO,1041.0,26.0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1
428000.0,2.0,1.0,1.0,5.0,single_family,80229,-104.975761,39.850518,Denver,CO,7600.0,63.0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0
225000.0,1.0,0.0,3.0,1.0,condos,80229,-104.973893,39.855037,Denver,CO,778.0,10.0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
823500.0,3.0,2.0,1.0,4.0,single_family,80222,-104.933643,39.690008,Denver,CO,7320.0,68.0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0
1550000.0,4.0,2.0,2.0,4.0,single_family,80211,-105.033875,39.772268,Denver,CO,4370.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
623000.0,2.0,2.0,2.0,4.0,single_family,80224,-104.908405,39.660182,Denver,CO,10454.0,53.0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
219000.0,1.0,2.0,1.0,1.0,condos,80246,-104.926524,39.697299,Denver,CO,634.0,52.0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0
390000.0,2.0,0.0,1.0,3.0,single_family,80221,-104.984831,39.842543,Denver,CO,7405.0,61.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
765000.0,3.0,2.0,1.0,4.0,single_family,80205,-104.943327,39.760068,Denver,CO,6200.0,74.0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
718750.0,3.0,0.0,2.0,4.0,single_family,80205,-104.963098,39.760593,Denver,CO,4080.0,117.0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
174632.0,1.0,1.0,2.0,2.0,condos,80224,-104.909442,39.697921,Denver,CO,864.0,52.0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1
755000.0,3.0,0.0,1.0,4.0,single_family,80224,-104.915808,39.690714,Denver,CO,7800.0,70.0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0
1125000.0,4.0,2.0,2.0,4.0,single_family,80238,-104.894207,39.764788,Denver,CO,4275.0,14.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
466000.0,1.0,1.0,1.0,2.0,condos,80202,-104.995858,39.750806,Denver,CO,1080.0,44.0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
540000.0,1.0,2.0,1.0,3.0,single_family,80211,-105.013836,39.77206,Denver,CO,4250.0,117.0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0
750000.0,3.0,2.0,1.0,3.0,single_family,80222,-104.925349,39.673552,Denver,CO,10454.0,65.0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0
1460000.0,5.0,2.0,3.0,5.0,condos,80211,-105.033462,39.75256,Denver,CO,3435.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
779000.0,3.0,2.0,1.0,3.0,single_family,80210,-104.963786,39.670141,Denver,CO,6250.0,82.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
485000.0,2.0,1.0,2.0,2.0,condos,80218,-104.964203,39.740799,Denver,CO,1197.0,113.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
425000.0,2.0,2.0,2.0,2.0,single_family,80249,-104.771764,39.792973,Denver,CO,2724.0,5.0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
655000.0,3.0,2.0,2.0,4.0,single_family,80227,-105.061204,39.666654,Denver,CO,18295.0,57.0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
1180000.0,2.0,2.0,2.0,2.0,condos,80205,-104.991434,39.756133,Denver,CO,2000.0,20.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
235000.0,2.0,0.0,0.0,4.0,single_family,6120,-72.67832,41.776396,Hartford,CT,8276.0,43.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
69750.0,1.0,0.0,10.0,1.0,condos,6105,-72.701385,41.769249,Hartford,CT,650.0,60.0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0
202000.0,2.0,1.0,2.0,2.0,townhomes,6105,-72.696671,41.77253,Hartford,CT,1379.0,150.0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1
225000.0,2.0,1.0,0.0,3.0,single_family,6112,-72.699604,41.804559,Hartford,CT,5663.0,108.0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
345000.0,3.0,0.0,0.0,6.0,multi_family,6112,-72.698769,41.784943,Hartford,CT,6098.0,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259900.0,3.0,0.0,0.0,4.0,single_family,6112,-72.695242,41.795648,Hartford,CT,9583.0,102.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
230000.0,1.0,2.0,1.0,2.0,condos,6106,-72.673042,41.758762,Hartford,CT,1102.0,145.0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0
350000.0,2.0,0.0,0.0,6.0,multi_family,6112,-72.698808,41.796347,Hartford,CT,7405.0,68.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
282000.0,2.0,2.0,0.0,4.0,multi_family,6114,-72.684459,41.736853,Hartford,CT,6098.0,98.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
542500.0,6.0,0.0,0.0,12.0,multi_family,6114,-72.675792,41.747096,Hartford,CT,8712.0,125.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450000.0,3.0,3.0,0.0,7.0,multi_family,6114,-72.682708,41.734463,Hartford,CT,7405.0,96.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
215000.0,1.0,1.0,0.0,4.0,single_family,6112,-72.702297,41.793926,Hartford,CT,8712.0,75.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
362500.0,2.0,0.0,0.0,8.0,multi_family,6105,-72.711517,41.762945,Hartford,CT,7405.0,115.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
227000.0,0.0,0.0,0.0,5.0,multi_family,6106,-72.689597,41.760903,Hartford,CT,7405.0,145.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425000.0,3.0,0.0,0.0,5.0,single_family,6105,-72.712747,41.770721,Hartford,CT,8276.0,100.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
265000.0,2.0,0.0,0.0,3.0,single_family,6112,-72.70392,41.793794,Hartford,CT,8712.0,74.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
305000.0,2.0,0.0,0.0,4.0,single_family,6112,-72.705874,41.800954,Hartford,CT,12197.0,75.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
60000.0,1.0,0.0,1.0,1.0,condos,6114,-72.675591,41.740349,Hartford,CT,546.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
137000.0,3.0,0.0,2.0,3.0,townhomes,6112,-72.697601,41.780109,Hartford,CT,1419.0,105.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65000.0,1.0,1.0,3.0,2.0,condos,6114,-72.668961,41.730762,Hartford,CT,654.0,67.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
350000.0,2.0,2.0,0.0,5.0,multi_family,6114,-72.685971,41.738855,Hartford,CT,7841.0,56.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
440000.0,3.0,3.0,0.0,9.0,multi_family,6106,-72.69548,41.753323,Hartford,CT,6534.0,110.0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
57000.0,1.0,0.0,0.0,1.0,condos,6114,-72.67524,41.740368,Hartford,CT,640.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230000.0,2.0,2.0,0.0,5.0,multi_family,6112,-72.685976,41.784414,Hartford,CT,7841.0,103.0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
350000.0,3.0,0.0,0.0,9.0,multi_family,6106,-72.694587,41.74224,Hartford,CT,6098.0,104.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000.0,2.0,1.0,0.0,4.0,multi_family,6114,-72.677064,41.727781,Hartford,CT,5663.0,95.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
370000.0,3.0,3.0,0.0,6.0,multi_family,6106,-72.696502,41.746681,Hartford,CT,6970.0,103.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1200000.0,0.0,0.0,0.0,5.0,multi_family,6105,-72.709751,41.766034,Hartford,CT,20038.0,105.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,3.0,0.0,0.0,6.0,multi_family,6106,-72.688479,41.756281,Hartford,CT,2178.0,130.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
360000.0,3.0,0.0,0.0,6.0,multi_family,6120,-72.678797,41.790999,Hartford,CT,10019.0,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610000.0,6.0,0.0,0.0,12.0,multi_family,6114,-72.676636,41.739765,Hartford,CT,6534.0,115.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123000.0,2.0,1.0,1.0,2.0,condos,6114,-72.677109,41.744904,Hartford,CT,975.0,37.0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
325000.0,4.0,0.0,0.0,9.0,multi_family,6112,-72.687424,41.78038,Hartford,CT,4356.0,105.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300000.0,2.0,1.0,0.0,3.0,single_family,6114,-72.6886,41.736608,Hartford,CT,10890.0,102.0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
65000.0,1.0,1.0,1.0,1.0,condos,6105,-72.701096,41.769211,Hartford,CT,650.0,60.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
380000.0,3.0,0.0,0.0,7.0,multi_family,6106,-72.695019,41.745014,Hartford,CT,8712.0,112.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261250.0,1.0,0.0,0.0,4.0,single_family,6114,-72.68214,41.736848,Hartford,CT,4792.0,82.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
635000.0,7.0,3.0,0.0,10.0,multi_family,6114,-72.675056,41.733536,Hartford,CT,7405.0,106.0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
25000.0,0.0,0.0,0.0,4.0,land,6106,-72.711459,41.733843,Hartford,CT,5227.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
303000.0,3.0,0.0,0.0,6.0,multi_family,6106,-72.685983,41.755939,Hartford,CT,6098.0,130.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
307000.0,1.0,0.0,0.0,2.0,multi_family,6120,-72.67617,41.78434,Hartford,CT,5227.0,102.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
285000.0,2.0,2.0,0.0,4.0,multi_family,6120,-72.665697,41.799,Hartford,CT,6098.0,99.0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
700000.0,4.0,0.0,0.0,5.0,single_family,6105,-72.706252,41.768681,Hartford,CT,9148.0,125.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
220000.0,2.0,1.0,0.0,2.0,single_family,6114,-72.678136,41.73696,Hartford,CT,6098.0,127.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
412000.0,6.0,0.0,0.0,6.0,multi_family,6106,-72.690262,41.759857,Hartford,CT,3485.0,110.0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
290000.0,3.0,2.0,0.0,3.0,single_family,6112,-72.703794,41.789887,Hartford,CT,12632.0,74.0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0
355000.0,2.0,2.0,1.0,3.0,single_family,19904,-75.55868,39.096065,Dover,DE,21797.0,29.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
154900.0,2.0,0.0,2.0,3.0,townhomes,19901,-75.511591,39.170734,Dover,DE,4686.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154000.0,2.0,0.0,2.0,3.0,townhomes,19901,-75.510997,39.170054,Dover,DE,2700.0,40.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
340000.0,3.0,0.0,2.0,4.0,single_family,19901,-75.523993,39.114074,Dover,DE,9990.0,47.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
430000.0,3.0,2.0,2.0,4.0,single_family,19904,-75.598306,39.235118,Dover,DE,10036.0,22.0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
250000.0,2.0,1.0,1.0,3.0,single_family,19904,-75.536206,39.13219,Dover,DE,7250.0,70.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
325000.0,2.0,2.0,1.0,3.0,single_family,19901,-75.493126,39.183357,Dover,DE,52272.0,31.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
410000.0,2.0,2.0,2.0,3.0,single_family,19904,-75.589426,39.185823,Dover,DE,28750.0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
374000.0,3.0,1.0,2.0,4.0,single_family,19901,-75.524143,39.115687,Dover,DE,10026.0,47.0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0
320000.0,3.0,1.0,1.0,3.0,single_family,19901,-75.519353,39.179549,Dover,DE,20038.0,52.0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
275000.0,3.0,1.0,2.0,3.0,townhomes,19904,-75.565022,39.153512,Dover,DE,4678.0,20.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
401000.0,4.0,2.0,3.0,4.0,single_family,19901,-75.505028,39.165177,Dover,DE,8025.0,8.0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
800000.0,3.0,0.0,2.0,3.0,single_family,19901,-75.400823,39.098375,Dover,DE,10181.0,6.0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1
265000.0,1.0,0.0,1.0,3.0,single_family,19904,-75.563413,39.092204,Dover,DE,22000.0,51.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
335000.0,3.0,2.0,2.0,4.0,single_family,19904,-75.555685,39.153664,Dover,DE,47916.0,62.0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
285000.0,2.0,0.0,1.0,4.0,single_family,19901,-75.515538,39.176915,Dover,DE,8000.0,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118000.0,2.0,0.0,1.0,2.0,condos,19904,-75.562627,39.159729,Dover,DE,1000.0,45.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
249900.0,2.0,1.0,3.0,3.0,townhomes,19904,-75.564741,39.152545,Dover,DE,2674.0,27.0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
250000.0,2.0,0.0,2.0,3.0,townhomes,19901,-75.505335,39.160328,Dover,DE,2000.0,7.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
285000.0,2.0,1.0,2.0,4.0,single_family,19904,-75.532124,39.138193,Dover,DE,10019.0,60.0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
315000.0,2.0,1.0,3.0,4.0,single_family,19901,-75.527111,39.164258,Dover,DE,7405.0,145.0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0
180000.0,2.0,1.0,2.0,3.0,townhomes,19904,-75.557954,39.161695,Dover,DE,2008.0,31.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
145000.0,3.0,0.0,2.0,3.0,townhomes,19901,-75.49341,39.126891,Dover,DE,3300.0,47.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
405000.0,3.0,0.0,2.0,5.0,single_family,19904,-75.560193,39.095222,Dover,DE,14504.0,21.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
75000.0,1.0,0.0,1.0,3.0,mobile,19901,-75.545612,39.197552,Dover,DE,20038.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
505000.0,3.0,2.0,2.0,4.0,single_family,19904,-75.636594,39.224017,Dover,DE,43560.0,26.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
241000.0,3.0,1.0,3.0,3.0,townhomes,19904,-75.5663,39.150876,Dover,DE,2420.0,18.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
217000.0,3.0,0.0,2.0,2.0,townhomes,19904,-75.541378,39.171459,Dover,DE,5301.0,41.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
510000.0,4.0,4.0,1.0,3.0,single_family,19904,-75.600649,39.133017,Dover,DE,21970.0,18.0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
250000.0,2.0,0.0,2.0,3.0,single_family,19904,-75.533238,39.127386,Dover,DE,6822.0,65.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
