tags,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age
"['forced_air', 'basement', 'single_story', 'shopping']",62500.0,1.0,0.0,1.0,2.0,single_family,48910,-84.568061,42.709082,Lansing,MI,4792.0,85.0
"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'fixer_upper']",69000.0,2.0,0.0,2.0,4.0,single_family,48910,-84.570742,42.710983,Lansing,MI,4617.0,53.0
"['city_view', 'community_outdoor_space', 'forced_air', 'single_story']",79900.0,1.0,0.0,1.0,1.0,single_family,48910,-84.569998,42.717625,Lansing,MI,5053.0,101.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'swimming_pool', 'single_story', 'garage_1_or_more', 'fenced_yard', 'vaulted_ceiling', 'farm', 'ranch', 'shopping', 'fixer_upper']",125000.0,2.0,0.0,1.0,3.0,single_family,48906,-84.582571,42.759402,Lansing,MI,13504.0,71.0
"['community_outdoor_space', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'fixer_upper']",106900.0,1.0,0.0,1.0,2.0,single_family,48906,-84.659594,42.769474,Lansing,MI,30492.0,72.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'big_yard']",330000.0,3.0,0.0,1.0,5.0,single_family,48906,-84.597115,42.805792,Lansing,MI,17424.0,21.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'updated_kitchen', 'ensuite', 'trails', 'groundscare']",480000.0,5.0,0.0,2.0,5.0,single_family,48917,-84.632984,42.759502,Lansing,MI,17860.0,27.0
"['central_air', 'dishwasher', 'washer_dryer', 'basement', 'single_story']",185000.0,2.0,0.0,1.0,3.0,single_family,48911,-84.609267,42.696695,Lansing,MI,8538.0,58.0
"['dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'trails']",135000.0,1.0,0.0,1.0,2.0,single_family,48910,-84.569835,42.713253,Lansing,MI,4922.0,83.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'big_lot', 'baseball']",138000.0,2.0,0.0,2.0,3.0,single_family,48912,-84.515961,42.736839,Lansing,MI,4617.0,102.0
"['dishwasher', 'forced_air', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'rental_property']",100000.0,2.0,0.0,2.0,3.0,single_family,48910,-84.554724,42.688026,Lansing,MI,10454.0,78.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more']",75000.0,1.0,0.0,1.0,3.0,single_family,48910,-84.578211,42.694172,Lansing,MI,9148.0,69.0
"['central_air', 'city_view', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard']",145000.0,1.0,0.0,2.0,3.0,single_family,48906,-84.575986,42.76428,Lansing,MI,7405.0,73.0
"['central_air', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'master_bedroom', 'corner_lot', 'big_lot']",245000.0,2.0,0.0,1.0,3.0,single_family,48906,-84.580759,42.762387,Lansing,MI,12632.0,73.0
"['dishwasher', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'new_roof']",225000.0,2.0,0.0,2.0,3.0,single_family,48906,-84.587385,42.760404,Lansing,MI,9017.0,65.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",237050.0,3.0,0.0,2.0,4.0,single_family,48917,-84.607807,42.725665,Lansing,MI,13504.0,56.0
"['central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'front_porch']",169400.0,2.0,0.0,2.0,3.0,single_family,48912,-84.536783,42.724832,Lansing,MI,4792.0,105.0
"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch']",155000.0,1.0,0.0,1.0,3.0,single_family,48911,-84.595482,42.696863,Lansing,MI,11761.0,64.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more']",167000.0,3.0,0.0,2.0,3.0,single_family,48911,-84.604361,42.671138,Lansing,MI,7405.0,48.0
"['central_air', 'basement', 'single_story', 'shopping']",95000.0,2.0,0.0,1.0,2.0,single_family,48911,-84.531919,42.667269,Lansing,MI,1100.0,53.0
"['city_view', 'community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'medicalcare', 'shopping']",110000.0,1.0,0.0,2.0,2.0,single_family,48910,-84.553326,42.70827,Lansing,MI,4966.0,96.0
"['community_outdoor_space', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard', 'farm', 'ranch']",117000.0,1.0,0.0,1.0,3.0,single_family,48906,-84.586943,42.762324,Lansing,MI,4617.0,51.0
"['community_outdoor_space', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard', 'ensuite', 'shopping']",135900.0,2.0,0.0,2.0,3.0,single_family,48910,-84.550966,42.685041,Lansing,MI,7057.0,67.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'beautiful_backyard']",370000.0,2.0,1.0,4.0,4.0,single_family,55105,-93.179899,44.933137,Saint Paul,MN,5053.0,70.0
"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'media_room', 'trails']",675000.0,4.0,3.0,2.0,4.0,single_family,55126,-93.14676,45.120034,Shoreview,MN,15594.0,40.0
"['central_air', 'corner_lot', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch']",285000.0,2.0,2.0,2.0,3.0,single_family,55106,-93.050511,44.962014,Saint Paul,MN,4879.0,112.0
"['forced_air', 'recreation_facilities', 'basement', 'two_or_more_stories']",191000.0,1.0,0.0,2.0,2.0,single_family,55107,-93.094097,44.923423,Saint Paul,MN,6490.0,125.0
"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen']",747000.0,4.0,2.0,2.0,4.0,single_family,55116,-93.18896,44.9255,Saint Paul,MN,6098.0,97.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'big_yard', 'fenced_yard', 'farm', 'ranch']",262500.0,2.0,1.0,1.0,4.0,single_family,55106,-93.03689,44.953827,Saint Paul,MN,7449.0,68.0
"['dishwasher', 'fireplace', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen']",224325.0,2.0,2.0,1.0,3.0,single_family,55106,-93.06713,44.977768,Saint Paul,MN,7275.0,117.0
"['central_air', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'private_backyard', 'fenced_yard', 'lake']",263000.0,2.0,1.0,1.0,4.0,single_family,55117,-93.107497,44.984951,Saint Paul,MN,4961.0,78.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'high_ceiling', 'big_lot', 'shopping']",323000.0,1.0,2.0,1.0,3.0,single_family,55104,-93.160694,44.943662,Saint Paul,MN,5968.0,86.0
"['community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'updated_kitchen', 'high_ceiling', 'new_roof', 'trails']",195000.0,1.0,0.0,1.0,3.0,single_family,55106,-93.054403,44.953412,Saint Paul,MN,4587.0,134.0
"['dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'master_suite']",222000.0,3.0,0.0,2.0,4.0,single_family,55103,-93.113008,44.958699,Saint Paul,MN,4400.0,128.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'ensuite', 'golf_course']",719000.0,4.0,2.0,2.0,3.0,single_family,55116,-93.161118,44.920886,Saint Paul,MN,5140.0,93.0
"['central_air', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'lake_view', 'view', 'washer_dryer', 'water_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'granite_kitchen', 'lake']",675000.0,4.0,2.0,2.0,5.0,single_family,55112,-93.154978,45.077247,Arden Hills,MN,27835.0,46.0
"['central_air', 'fireplace', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'river_view', 'trails']",733900.0,3.0,2.0,1.0,4.0,single_family,55116,-93.188544,44.906181,Saint Paul,MN,10803.0,75.0
"['central_air', 'city_view', 'forced_air', 'lake_view', 'view', 'water_view', 'basement', 'single_story', 'garage_1_or_more', 'big_lot', 'trails', 'views', 'lake']",320000.0,2.0,1.0,1.0,3.0,single_family,55119,-93.015679,44.920128,Saint Paul,MN,16466.0,102.0
"['corner_lot', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories', 'front_porch', 'shopping']",200791.0,1.0,0.0,2.0,4.0,single_family,55103,-93.123594,44.957377,Saint Paul,MN,2788.0,113.0
"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'park', 'shopping']",545000.0,2.0,2.0,2.0,4.0,single_family,55116,-93.175013,44.9173,Saint Paul,MN,7710.0,100.0
"['community_outdoor_space', 'forced_air', 'basement', 'single_story', 'garage_1_or_more']",60000.0,1.0,1.0,1.0,2.0,single_family,55117,-93.110108,44.967082,Saint Paul,MN,3125.0,143.0
"['community_outdoor_space', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'front_porch']",203000.0,1.0,2.0,1.0,3.0,single_family,55130,-93.073954,44.982808,Saint Paul,MN,5358.0,99.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'fenced_yard', 'big_lot', 'golf_course', 'lake']",315000.0,2.0,3.0,1.0,3.0,single_family,55106,-93.042256,44.967895,Saint Paul,MN,15682.0,93.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'front_porch', 'trails', 'shopping']",1795000.0,5.0,4.0,2.0,6.0,single_family,55105,-93.142794,44.941905,Saint Paul,MN,22216.0,123.0
"['central_air', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping', 'fixer_upper']",203000.0,2.0,2.0,1.0,3.0,single_family,55106,-93.035019,44.949837,Saint Paul,MN,5445.0,74.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'pets_allowed', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'rental_property', 'shopping']",210000.0,3.0,2.0,2.0,2.0,townhomes,55116,-93.173242,44.905072,Saint Paul,MN,871.0,47.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'front_porch', 'large_porch', 'ensuite', 'shopping']",858000.0,3.0,2.0,2.0,4.0,single_family,55105,-93.135978,44.938583,Saint Paul,MN,7667.0,32.0
"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard']",630000.0,2.0,2.0,1.0,3.0,single_family,55116,-93.150433,44.924955,Saint Paul,MN,11413.0,77.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'new_roof']",248000.0,2.0,1.0,1.0,3.0,single_family,55106,-93.027189,44.957923,Saint Paul,MN,5053.0,103.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'floor_plan', 'front_porch', 'new_roof']",485000.0,2.0,2.0,2.0,6.0,multi_family,55104,-93.14133,44.948828,Saint Paul,MN,5358.0,116.0
"['community_park', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'basement', 'two_or_more_stories', 'master_bedroom', 'rental_property', 'shopping']",144000.0,1.0,0.0,2.0,2.0,townhomes,55102,-93.116465,44.940891,Saint Paul,MN,828.0,60.0
"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fenced_yard', 'shopping']",307000.0,2.0,2.0,1.0,4.0,single_family,55106,-93.031865,44.954748,Saint Paul,MN,7754.0,62.0
"['community_outdoor_space', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'front_porch', 'shopping']",239000.0,1.0,1.0,1.0,2.0,single_family,55105,-93.161431,44.929046,Saint Paul,MN,4792.0,108.0
"['forced_air', 'hill_or_mountain_view', 'recreation_facilities', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'rental_property', 'investment_opportunity']",260000.0,2.0,1.0,2.0,4.0,multi_family,55117,-93.126712,44.979795,Saint Paul,MN,8407.0,125.0
"['carport', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'new_roof', 'lake']",226500.0,2.0,0.0,1.0,3.0,single_family,55117,-93.125436,44.972767,Saint Paul,MN,5706.0,72.0
"['central_air', 'dishwasher', 'fireplace', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'groundscare', 'shopping']",675000.0,3.0,2.0,2.0,4.0,single_family,55105,-93.178582,44.937256,Saint Paul,MN,6142.0,103.0
"['central_air', 'community_outdoor_space', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'open_floor_plan', 'floor_plan', 'new_roof', 'groundscare']",224900.0,2.0,1.0,1.0,2.0,single_family,55106,-93.028455,44.957051,Saint Paul,MN,4400.0,78.0
"['washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'big_yard', 'efficient', 'groundscare']",170000.0,2.0,1.0,1.0,1.0,single_family,55118,-93.061088,44.91969,Saint Paul,MN,5140.0,106.0
"['corner_lot', 'two_or_more_stories', 'big_lot', 'shopping']",30000.0,0.0,0.0,0.0,4.0,land,55106,-93.060556,44.956887,Saint Paul,MN,5271.0,99.0
"['community_outdoor_space', 'dishwasher', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'front_porch', 'efficient']",220000.0,1.0,1.0,1.0,0.0,single_family,55106,-93.07217,44.983106,Saint Paul,MN,3964.0,125.0
"['community_outdoor_space', 'corner_lot', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'library', 'efficient', 'pond', 'park', 'shopping']",325000.0,2.0,2.0,1.0,4.0,single_family,55104,-93.159176,44.961441,Saint Paul,MN,5053.0,99.0
"['central_air', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'granite_kitchen', 'fenced_yard', 'corner_lot', 'trails', 'shopping']",207000.0,1.0,1.0,1.0,2.0,single_family,55117,-93.114467,44.976321,Saint Paul,MN,5532.0,84.0
"['forced_air', 'basement', 'two_or_more_stories', 'updated_kitchen']",247900.0,2.0,0.0,2.0,4.0,multi_family,55103,-93.136769,44.972317,Saint Paul,MN,4922.0,135.0
"['recreation_facilities', 'basement', 'two_or_more_stories', 'rental_property']",389900.0,3.0,0.0,2.0,6.0,multi_family,55104,-93.133475,44.949971,Saint Paul,MN,4792.0,136.0
"['dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'front_porch', 'park', 'shopping']",221500.0,1.0,1.0,1.0,2.0,single_family,55119,-93.021676,44.980855,Saint Paul,MN,6316.0,98.0
"['carport', 'central_air', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan']",420000.0,2.0,2.0,1.0,4.0,single_family,55126,-93.145133,45.038668,Shoreview,MN,10019.0,69.0
"['central_air', 'community_outdoor_space', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'new_roof', 'park', 'trails', 'shopping']",393000.0,3.0,2.0,2.0,3.0,single_family,55117,-93.097995,45.021347,Little Canada,MN,11761.0,15.0
"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard']",250000.0,1.0,1.0,1.0,2.0,single_family,55104,-93.146067,44.961826,Saint Paul,MN,5271.0,74.0
"['central_air', 'community_outdoor_space', 'corner_lot', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'front_porch', 'ensuite']",705000.0,4.0,2.0,2.0,4.0,single_family,55105,-93.187159,44.937279,Saint Paul,MN,6142.0,109.0
"['central_air', 'city_view', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'single_story', 'farm', 'ranch', 'maintenance']",290000.0,2.0,0.0,1.0,3.0,single_family,27604,-78.6052,35.823427,Raleigh,NC,14375.0,64.0
"['central_air', 'city_view', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'view', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'cathedral_ceiling', 'farm', 'ranch', 'shopping']",333500.0,2.0,1.0,1.0,3.0,single_family,27610,-78.560119,35.753294,Raleigh,NC,11761.0,30.0
"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories']",311500.0,3.0,0.0,2.0,2.0,townhomes,27615,-78.639591,35.892278,Raleigh,NC,1742.0,40.0
"['central_air', 'city_view', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'rental_property', 'investment_opportunity', 'fixer_upper']",272500.0,3.0,1.0,2.0,3.0,single_family,27616,-78.555081,35.884321,Raleigh,NC,10454.0,39.0
"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'two_or_more_stories', 'high_ceiling', 'guest_house', 'rental_property', 'shopping']",905000.0,5.0,0.0,2.0,6.0,single_family,27605,-78.658927,35.785393,Raleigh,NC,8712.0,110.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'investment_opportunity']",315000.0,3.0,2.0,2.0,3.0,single_family,27616,-78.562663,35.841728,Raleigh,NC,3920.0,21.0
"['carport', 'central_air', 'fireplace', 'forced_air', 'single_story', 'investment_opportunity']",205000.0,2.0,0.0,1.0,3.0,single_family,27607,-78.744123,35.806051,Raleigh,NC,21344.0,46.0
"['central_air', 'city_view', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'open_floor_plan', 'floor_plan', 'shopping', 'fixer_upper']",700000.0,3.0,2.0,2.0,3.0,single_family,27612,-78.671011,35.877731,Raleigh,NC,50094.0,27.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_lot', 'farm', 'ranch', 'shopping']",500000.0,2.0,2.0,1.0,3.0,single_family,27610,-78.51637,35.706779,Raleigh,NC,125453.0,44.0
"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'high_ceiling', 'master_bedroom', 'big_lot', 'new_roof']",509000.0,3.0,2.0,2.0,3.0,single_family,27603,-78.707462,35.678104,Raleigh,NC,32234.0,26.0
"['carport', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'den_or_office', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot']",1660000.0,6.0,3.0,2.0,4.0,single_family,27606,-78.700169,35.702969,Raleigh,NC,174240.0,30.0
"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'screen_porch', 'park', 'playground', 'tennis', 'trails']",707500.0,3.0,2.0,2.0,4.0,single_family,27614,-78.572514,35.925782,Raleigh,NC,6534.0,20.0
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'wooded_land', 'master_suite', 'large_porch', 'big_lot', 'farm', 'views', 'lake']",3200000.0,9.0,4.0,2.0,6.0,single_family,27614,-78.61769,35.952504,Raleigh,NC,101930.0,22.0
"['central_air', 'city_view', 'community_clubhouse', 'community_golf', 'community_outdoor_space', 'community_tennis_court', 'fireplace', 'golf_course_lot_or_frontage', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'modern_kitchen', 'large_kitchen', 'front_porch', 'golf_course', 'tennis', 'trails', 'lake', 'maintenance']",246500.0,3.0,0.0,2.0,2.0,townhomes,27604,-78.545249,35.805716,Raleigh,NC,4356.0,30.0
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'shopping']",280000.0,3.0,1.0,2.0,3.0,townhomes,27604,-78.589204,35.827576,Raleigh,NC,1742.0,18.0
"['central_air', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'no_hoa']",560000.0,3.0,3.0,2.0,3.0,single_family,27613,-78.730449,35.89004,Raleigh,NC,42689.0,44.0
"['central_air', 'city_view', 'community_tennis_court', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'big_bathroom']",415000.0,3.0,2.0,2.0,4.0,single_family,27617,-78.746086,35.918068,Raleigh,NC,14375.0,29.0
"['city_view', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'floor_plan', 'master_suite', 'shopping']",641450.0,3.0,2.0,2.0,5.0,single_family,27603,-78.657545,35.738485,Raleigh,NC,6970.0,11.0
"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'private_backyard', 'master_suite', 'new_roof', 'clubhouse', 'playground', 'tennis', 'trails']",383000.0,3.0,0.0,2.0,3.0,single_family,27615,-78.587491,35.895818,Raleigh,NC,5227.0,25.0
"['central_air', 'city_view', 'community_gym', 'community_security_features', 'dining_room', 'dishwasher', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite']",525000.0,2.0,1.0,1.0,2.0,condos,27601,-78.638797,35.776092,Raleigh,NC,1625.0,20.0
"['central_air', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'no_hoa']",750000.0,4.0,3.0,2.0,4.0,single_family,27603,-78.710347,35.633753,Raleigh,NC,51401.0,7.0
"['city_view', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'cathedral_ceiling', 'trails', 'shopping']",270000.0,3.0,0.0,3.0,3.0,condos,27614,-78.566673,35.923748,Raleigh,NC,1630.0,20.0
